Property,Value,Voigt,Reuss,Hill,HalpinTsai
h,0.00195313,,,,
n_elems,196608,,,,
E1,18147876540.68527985,21916047402.62450790,16940740866.78201866,19428394134.70326233,18358714087.29443359
E2,18053075358.06019974,,,,
v12,0.28659541,0.27746353,0.27519253,0.27632803,0.27625594
v21,0.28518473,,,,
G12,7187485516.83225727,8665015163.02986908,6572440059.24339771,7618727611.13663292,7155889392.64019966
V_fiber,0.45072943,,,,
V_matrix,0.54927057,,,,
V_pore,0.00000000,,,,
tcpumax,42.73639204,,,,
