Property,Value,Voigt,Reuss,Hill,HalpinTsai
h,0.00325733,,,,
n_elems,90872,,,,
E1,20617348346.90867996,24575824820.32113266,19043907015.23920059,21809865917.78016663,20755682126.78420258
E2,20556881675.06431961,,,,
v12,0.27546196,0.27141858,0.26922111,0.27031985,0.27023810
v21,0.27572541,,,,
G12,8173170017.04569530,9751245940.60667229,7415902926.57598972,8583574433.59133148,8125222469.02297592
V_fiber,0.57162840,,,,
V_matrix,0.42837160,,,,
V_pore,0.00000000,,,,
tcpumax,15.00712625,,,,
